ID;EMPRESA;CATEGORIA;DETALHE;IMPACTO;ACAO_RECOMENDADA
"291";"VT ACADEMIA/ VB QUADRAMARES/ VB INTERMARES";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"292";"J F MERCEARIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"293";"NPE SERVICE MANUTENCAO E MONTAGEM S.A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"294";"UBA USINA DE BENEFICIAMENTO MensalidadeIENTAL LTDA / ATREVIDA SOLUCOES EM";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"295";"DUE EMPREENDIMENTOS IMOBILIARIOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"297";"MORYA COMUNICACAO E PROPAGANDA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"299";"MADEIREIRA ITAPOAN LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"300";"RIZOMA ENGENHARIA PAISAGISMO E SERVICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"301";"INDUSTRIA DE BEBIDAS SAO MIGUEL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"302";"O BARATAO AUTO PECAS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"303";"MINERAL MINERIOS DA BAHIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"304";"GRUPO TOKAI";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"306";"QUINTO APOIO ADMINISTRATIVO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"307";"GOTEMBURGO VEICULOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"309";"AGRO INDUSTRIAIS DO VALE DO SÃO FRANCISCO S/A AGROVALE";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"310";"AGRO INDUSTRIAIS DO VALE DO SÃO FRANCISCO S/A AGROVALE";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"311";"BOTEQUIM SÃO PAULO";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"312";"VAZ EXPRESS LTDA ( DOCELANDIA)";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"313";"ITAYA ENGENHARIA CONSTRUCAO E MANUTENCAO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"314";"YACHT CLUBE DA BAHIA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"315";"REISTAR INDUSTRIA E COMERCIO DE ELETRONICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"316";"DERALDO RIOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"317";"BLUE TINTAS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"318";"MEMORIATEC INTELIGENCIA DOCUMENTAL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"319";"MACAM COMERCIO IMP E EXP DE ALIMENTOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"320";"PARANAPANEMA S/A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"323";"PENHA PAPEIS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"324";"ROSSET ARTES GRAFICAS E EDITORA S.A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"326";"RF ATACADO DE ALIMENTOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"328";"ADEPOM";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"329";"KATIA CILENE CARNEIRO DE OLIVEIRA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"331";"FAST SHOP S.A";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"332";"STEFANINI CONSULTORIA E ASSESSORIA EM INFORMATICA SA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"333";"OUTBACK";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"334";"SWISSPORT BRASIL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"335";"NUTRISERVICE REFEICOES COLETIVAS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"338";"USINA DESIGN INDUSTRIA E COMERCIO DE ILUMINACAO LIMITADA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"339";"ALPHA COLOR S/A- ETIQUETAS E ROTULOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"340";"REFIL SOLUÇÕES MensalidadeIENTAIS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"341";"R2M EQUIPAMENTOS PARA CONSTRUÇÃO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"343";"PRIVATE CONSTRUTORA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"344";"REALBRAS INDUSTRIA, COMERCIO E SERVICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"345";"CONTERP";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"346";"COMERCIAL DE MATERIAIS PARA CONSTRUÇÃO CASTOR LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"347";"GRUPO FALLCON";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"348";"INDUSTRIA DE BEBIDAS SÃO MIGUEL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"349";"JAPURÁ PNEUS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"350";"MADERO INDUSTRIA E COMERCIO S.A.";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"351";"COMERCIAL DE FERRAGENS SÃO LUIS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"352";"MULTI IMAGEM LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"353";"LIMIAR SERVIÇOS DE CARGA E LIMPEZA E PAISAGISTICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"354";"PEREIRA FABRICA DE CONFEFCOES LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"357";"GRAFICA J.B";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"358";"RIA HOTELARIA SUSTENTAVEL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"359";"IJ RIBEIRO CONSTRUÇÃO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"360";"SB SAUDE";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"361";"COFEL COMERCIAL DE FERRAGENS CRUZALMENTE LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"363";"YACHT CLUBE DA BAHIA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"364";"BIONICA TRANSPORTE E TURISMO MARITIMO REGIONAL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"365";"BYD AUTO DO BRASIL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"367";"OEC";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"368";"FUNDAÇÃO BAHIANA PARA DESENVOLVIMENTO DAS CIENCIAS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"370";"INFINITY SERVICOS E GESTAO EMPRESARIAL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"371";"DBL INDÚSTRIA E COMERCIO DE BEBIDAS E EMBALAGENS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"372";"MULTICRED PROMOTORA DE VENDAS E SERVIÇOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"373";"RIZOMA ENGENHARIA PAISAGISMO E SERVICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"376";"COOTRELUZ COOPERATIVA DE TRANSPORTE DE PASSAGEIROS E ESCOLARES LUZ";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"377";"MensalidadeIPAR";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"378";"BOMPLASTIL EMBALAGENS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"379";"ELETRODATA ENGENHARIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"383";"SHOPPER COMERCIO ALIMENTICIO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"220c76e1";"LAAGE MONTAGEM E ENGENHARIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"e81d96f5";"NOVA BRINK INDUSTRIA DE PLASTICOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"915aaf77";"FCG TRANSPORTES E LOGISTICA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"7b6503b2";"SERVIT SERVIÇOS TERCERIZADOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"18e41add";"MONSERTEC ENGENHARIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"6df66367";"APPA SERVIÇOS TEMPORARIOS E EFETIVOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"778187a3";"PODIUM ALIMENTOS";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"fb952ea0";"MULTI IMAGEM LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"7f2d2abd";"BASTO MESQUITA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"c97b1acb";"DIFALUX TRANSPORTE LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"7fdc0394";"UNIT8 SERVIÇOS ESPECIALIZADOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"1e86cde1";"DIEFRA ENGENHARIA E CONSULTORIA LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"998c6e7a";"BAGERTECH COMERCIO E MANUTENÇÃO DE EQUIPAMENTOS INDUSTRIAIS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"43e388b1";"DESTAQUE AMBIENTAL";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"401dd390";"TECHNO PLAST";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"9563d98e";"ATACADÃO CENTRO SUL LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"b90b1ff8";"LED IN BRASIL ARTIGOS DE ILUMINAÇÃO LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"3639bf1e";"CONDOMINIO VILLAGGIO PANAMBY";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"56f8b82e";"ASSOCIAÇÃO HUMANA POVO PARA POVO BRASIL";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"eec42848";"COTECNA SERVIÇOS LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"5ad23ba4";"ARGET LOGISTICA E TRANSPORTES LTDA";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"fd01a658";"PORTO ITACIMIRIM CONSTRUÇÃO E INCORPOTAÇÃO";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
"9b9fc184";"MIRASOL TRANSPORTE E ARMAZENAGEM";"Coparticipação sem Política";"Fator Moderador ""Mensalidade + Coparticipação"", porém Política_Coparticipacao está vazia";"Não aplicável política com coparticipação específica; deve permanecer não associada sem inferir padrão";"Decisão comercial: aguardar definição da operadora ou manter em branco"
